index,Artist,Track,Album,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,Stream
16538,Lauren Daigle,You Say,Look Up Child,0.494,0.632,5.0,-6.89,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693.0,282501436.0,2448260.0,84646.0,437017343.0
10567,Raí Saia Rodada,Tapão Na Raba,Som No Talo,0.808,0.796,1.0,-3.169,0.0305,0.462,0.000269,0.155,0.799,128.048,175047.0,337326632.0,2447198.0,33680.0,177825215.0
13210,TAEYANG,"눈,코,입 (Eyes, Nose, Lips)",RISE,0.63,0.516,0.0,-5.759,0.0379,0.736,0.0,0.264,0.254,143.786,229990.0,237696728.0,2443798.0,94634.0,112300290.0
17765,Naps,Bande organisée,Bande organisée,0.901,0.939,6.0,-2.762,0.274,0.117,0.0,0.0643,0.805,142.948,356347.0,440403755.0,2439630.0,121890.0,211760104.0
19793,girl in red,we fell in love in october,we fell in love in october / October Passed Me By,0.566,0.366,7.0,-12.808,0.028,0.113,0.181,0.155,0.237,129.96,184154.0,91870599.0,2437878.0,67525.0,614741436.0
443,Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",0.904,0.723,11.0,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0,256025742.0,2437220.0,70659.0,638746688.0
14209,Chief Keef,Love Sosa,Finally Rich,0.772,0.413,0.0,-8.193,0.089,0.0361,0.0,0.111,0.211,131.965,246213.0,267070285.0,2433648.0,167061.0,491359703.0
5732,Lil' Kim,Lady Marmalade - Single Edit,Lady Marmalade,0.754,0.811,5.0,-3.679,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,267960.0,490052706.0,2429510.0,75603.0,334689122.0
3344,Ricardo Montaner,La Gloria de Dios (feat. Evaluna Montaner),Viajero Frecuente - Destino México,0.497,0.438,4.0,-6.7,0.0264,0.169,0.0,0.078,0.162,136.561,380507.0,447418651.0,2429337.0,95011.0,75572340.0
2517,Marilyn Manson,Sweet Dreams (Are Made Of This),Smells Like Children,0.222,0.664,0.0,-5.242,0.0379,0.0039,0.65,0.239,0.101,186.044,293293.0,258436771.0,2421404.0,94358.0,293090224.0
14821,Disclosure,Talk,Talk,0.9,0.4,0.0,-8.443,0.124,0.0501,0.0,0.0876,0.338,136.001,197487.0,309634119.0,2420703.0,35242.0,881783821.0
14644,El Alfa,BEBÉ,Mis Manos,0.862,0.72,4.0,-4.155,0.0361,0.476,0.0,0.0543,0.967,129.993,197284.0,282322255.0,2413466.0,132405.0,324741235.0
15175,Leo Santana,Encaixa,Encaixa,0.67,0.789,7.0,-4.629,0.286,0.351,0.0,0.121,0.866,164.523,169365.0,306710701.0,2407701.0,58312.0,100553148.0
11731,Palak Muchhal,"Chahun Main Ya Naa (From ""Aashiqui 2"")",Best Of Palak Muchhal,0.644,0.517,9.0,-6.707,0.0273,0.521,3.27e-06,0.0905,0.259,106.906,304900.0,302613092.0,2405538.0,40720.0,42998121.0
14715,MC Hariel,Poesia Acústica #7: Céu Azul,Poesia Acústica #7: Céu Azul,0.795,0.697,9.0,-4.276,0.31,0.0875,0.0,0.0997,0.543,102.756,572039.0,176913939.0,2402608.0,121756.0,108390130.0
292,Tiësto,Don't Be Shy,Don't Be Shy,0.77,0.787,11.0,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,329901294.0,2401650.0,39197.0,481307838.0
13450,Girls' Generation,Gee,Oh! - The Second Album,0.756,0.93,1.0,-1.082,0.0274,0.281,0.0,0.11,0.737,99.988,201160.0,303788090.0,2400242.0,245048.0,48804176.0
5082,Eazy-E,Real Muthaphuckkin' G's,Gangsta Memorial,0.724,0.853,11.0,-3.895,0.283,0.0164,0.0,0.65,0.775,170.51,332733.0,343529035.0,2396187.0,124796.0,187002260.0
13792,Bo Burnham,Welcome to The Internet,INSIDE,0.665,0.527,2.0,-8.588,0.429,0.663,0.0,0.306,0.219,94.711,275999.0,101089169.0,2389674.0,95278.0,129541700.0
1667,Tears For Fears,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),0.645,0.795,7.0,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,297653961.0,2384833.0,71959.0,999058226.0
1178,Zedd,Clarity,Clarity,0.509,0.781,8.0,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,271427.0,338451229.0,2374522.0,100421.0,474492270.0
18538,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,0.629,0.328,11.0,-8.284,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732.0,189782826.0,2368820.0,28855.0,391099088.0
9345,Olivia,All,Barbershop 2 (Back In Business),0.567,0.779,9.0,-4.421,0.106,0.0271,0.0,0.297,0.42,83.938,204520.0,165608196.0,2368784.0,38908.0,43449.0
2027,Dido,Thank You,No Angel,0.725,0.583,1.0,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,218360.0,295349308.0,2368144.0,61583.0,274516382.0
340,Luis Miguel,Ahora Te Puedes Marchar,Soy Como Quiero Ser,0.78,0.877,6.0,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973.0,562212517.0,2366696.0,61907.0,473691093.0
17930,Vishal Mishra,"Naacho Naacho (From ""Rrr"")","Naacho Naacho (From ""Rrr"")",0.438,0.986,10.0,-3.384,0.14,0.35,0.000343,0.0773,0.736,159.894,214208.0,238395538.0,2366378.0,47579.0,28679408.0
10466,Harshdeep Kaur,Zaalima,Raees,0.486,0.898,9.0,-3.791,0.171,0.309,0.0,0.0886,0.648,88.335,299333.0,343247451.0,2366296.0,77553.0,76233619.0
18790,Lyanno,Nada,Error 93,0.898,0.543,6.0,-8.317,0.121,0.343,0.000623,0.338,0.359,98.992,305114.0,440639876.0,2354908.0,43008.0,146276255.0
8276,Kate Bush,"12"" Running Up That Hill (A Deal With God) - 2018 Remaster",Selection from 'The Other Sides' (2018 Remaster),0.718,0.397,10.0,-16.856,0.062,0.39,0.443,0.0622,0.329,108.334,349000.0,168333930.0,2345967.0,109546.0,4421852.0
9863,Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",Enchantic Tulsi Kumar,0.786,0.797,6.0,-4.063,0.0414,0.233,0.0,0.0861,0.454,95.014,215368.0,436536961.0,2338703.0,45778.0,64467110.0
19990,Teto,M4,M4,0.88,0.59,8.0,-4.709,0.204,0.08,0.0,0.184,0.723,119.97,170000.0,175728028.0,2331269.0,73672.0,156014002.0
12959,Brooke Ligertwood,What A Beautiful Name,What A Beautiful Name,0.424,0.506,2.0,-5.877,0.0284,0.201,0.0,0.11,0.138,135.902,238200.0,473276956.0,2329134.0,108100.0,160727214.0
14680,Julia Michaels,Issues,Nervous System,0.728,0.415,8.0,-6.852,0.0639,0.401,0.0,0.0616,0.455,114.145,176320.0,252188102.0,2325655.0,41729.0,1075204195.0
10676,Three Days Grace,I Hate Everything About You,Three Days Grace,0.498,0.83,6.0,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,337458032.0,2323598.0,74067.0,562517246.0
16518,Mabel,Don't Call Me Up,Ivy To Roses (Mixtape),0.674,0.881,9.0,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480.0,312305038.0,2322929.0,34789.0,899187774.0
16371,Lenin Ramírez,Yo Ya No Vuelvo Contigo - En Vivo,Yo Ya No Vuelvo Contigo (En Vivo),0.643,0.35,4.0,-5.924,0.0783,0.784,0.0,0.102,0.541,118.199,240457.0,575681012.0,2319622.0,29583.0,325358580.0
19216,Kim Petras,Unholy (feat. Kim Petras),Gloria,0.712,0.463,2.0,-7.399,0.0797,0.011,2.96e-06,0.301,0.206,131.199,156943.0,120042520.0,2313851.0,48972.0,771282498.0
13393,TAEYEON,I,I - The 1st Mini Album,0.506,0.788,9.0,-2.372,0.0324,0.0666,0.0,0.324,0.233,89.993,206039.0,249814693.0,2312256.0,127232.0,56598488.0
20689,LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,0.882,0.797,10.0,-3.299,0.0819,0.0821,0.0,0.113,0.824,105.025,184444.0,113923304.0,2306375.0,82591.0,151225874.0
9637,My Chemical Romance,Welcome to the Black Parade,The Black Parade,0.217,0.905,2.0,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107.0,282364186.0,2292556.0,143569.0,606713058.0
12849,Neeraj Shridhar,Bhool Bhulaiyaa 2 Title Track,Bhool Bhulaiyaa 2,0.857,0.893,0.0,-2.87,0.0422,0.0663,0.0,0.0335,0.845,108.022,211667.0,240655459.0,2291993.0,83981.0,75285958.0
8747,Banda Los Recoditos,Mi Último Deseo,El Free,0.844,0.639,11.0,-4.461,0.0437,0.62,0.0,0.46,0.974,121.033,163560.0,772856415.0,2284712.0,30474.0,228525496.0
3096,Blondie,Heart Of Glass - Special Mix,Best Of Blondie,0.694,0.577,4.0,-14.63,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733.0,379063426.0,2284161.0,65615.0,206056400.0
17538,Kane Brown,Heaven,Kane Brown (Deluxe Edition),0.677,0.556,9.0,-6.544,0.0306,0.263,0.0,0.105,0.521,80.006,179507.0,520364745.0,2278175.0,52671.0,413970634.0
